locus_tag	kegg_pathway_id	kegg_pathway	organism
PA2323	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2555	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3001	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3193	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3195	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3629	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3635	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4022	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4152	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4329	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4732	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4733	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4748	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4829	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4899	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4978	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5015	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5016	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5110	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5131	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5192	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5322	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5422	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5427	pae00010	Glycolysis / Gluconeogenesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0854	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1562	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1580	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1581	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1582	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1583	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1584	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1585	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1586	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1587	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1588	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1589	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1787	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2250	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2623	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2624	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3452	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4152	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4333	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4470	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4640	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4829	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5015	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5016	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5192	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5435	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5436	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5445	pae00020	Citrate cycle (TCA cycle)	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0330	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0548	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0555	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0607	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0849	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1499	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1950	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2261	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2263	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2264	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2265	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2290	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2321	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2323	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2796	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3131	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3181	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3182	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3183	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3194	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3373	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3896	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4204	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4670	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4732	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5110	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5322	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5439	pae00030	Pentose phosphate pathway	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0224	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0607	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1253	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2022	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2023	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2217	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2343	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3559	pae00040	Pentose and glucuronate interconversions	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0224	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0555	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2232	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2342	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2344	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3540	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3541	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3542	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3545	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3547	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3551	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3560	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3561	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4748	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5110	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5322	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5452	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5453	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5454	pae00051	Fructose and mannose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1384	pae00052	Galactose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2023	pae00052	Galactose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3193	pae00052	Galactose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4068	pae00052	Galactose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA5322	pae00052	Galactose metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1253	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2022	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2215	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2217	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3559	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA4899	pae00053	Ascorbate and aldarate metabolism	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0098	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0182	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0493	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA0494	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1373	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1470	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1609	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1610	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1617	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA1806	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2950	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2965	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2967	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA2968	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3112	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3299	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
PA3300	pae00061	Fatty acid biosynthesis	Pseudomonas aeruginosa ATCC 15692 / DSM 22644 / CIP 104116 / JCM 14847 / LMG 12228 / 1C / PRS 101 / PAO1
