locus_tag	kegg_pathway_id	kegg_pathway	organism
H16_A3602	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3711	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0146	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0278	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0358	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0421	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0517	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0737	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0834	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0928	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0961	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1047	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1098	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1102	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1195	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1300	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1384	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1385	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1386	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1390	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1433	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1438	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1502	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1534	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1699	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1735	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1745	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1751	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1835	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1960	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2470	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2564	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG229	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG416	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG417	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG418	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG422	reh00010	Glycolysis / Gluconeogenesis	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0547	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0548	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1229	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1251	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1358	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1374	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1375	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1377	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1753	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2323	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2324	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2325	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2528	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2627	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2629	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2630	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2631	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2632	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2634	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2638	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3056	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3711	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0103	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0146	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0357	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0414	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0568	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1016	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1098	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1300	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1931	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2211	reh00020	Citrate cycle (TCA cycle)	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0316	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0372	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0478	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0568	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0999	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1178	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1179	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1502	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1847	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2132	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2345	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2346	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2586	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2885	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3012	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3147	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3317	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3601	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0278	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0345	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1212	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1213	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1291	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1384	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1388	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1390	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1391	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1441	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1501	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1502	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1812	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1813	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2565	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2566	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2567	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG416	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG420	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG422	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
PHG423	reh00030	Pentose phosphate pathway	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A0802	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1258	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1259	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1896	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1934	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1935	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A1937	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A2752	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_A3317	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0130	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0212	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B0322	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1391	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B1879	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
H16_B2000	reh00040	Pentose and glucuronate interconversions	Cupriavidus necator ATCC 17699 / DSM 428 / KCTC 22496 / NCIMB 10442 / H16 / Stanier 337 Ralstonia eutropha
